# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:31:50": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:31:50", "device connection": "BTH00:07:80:0F:31:50", "sampling rate": 1000, "resolution": [16, 16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-6-3", "time": "7:28:33.916", "channels": [1, 2, 3, 4], "sensor": ["ECG", "XYZ", "XYZ", "XYZ"], "label": ["CH1", "CH2", "CH3", "CH4"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["yellow", "green", "green", "green"]}}
# EndOfHeader
0	0	32576	37992	32762	32776	
1	0	32548	37986	32768	32769	
2	0	32532	38016	32754	32768	
3	0	32544	38024	32768	32768	
4	0	32540	38016	32756	32768	
5	0	32524	38016	32754	32768	
6	0	32532	38018	32764	32768	
7	0	32522	38000	32760	32762	
8	0	32448	37986	32762	32760	
9	0	32400	38008	32756	32768	
10	0	32328	37992	32768	32756	
11	0	32197	37988	32768	32768	
12	0	32088	37992	32768	32764	
13	0	32096	37992	32772	32760	
14	0	32164	37992	32770	32754	
15	0	32320	37988	32762	32744	
16	0	32488	37988	32756	32760	
17	0	32588	38000	32768	32756	
18	0	32602	37992	32778	32760	
19	0	32572	37984	32772	32764	
20	0	32544	37986	32768	32756	
21	0	32620	37996	32760	32768	
22	0	32748	37992	32764	32760	
23	0	32896	38000	32764	32760	
24	0	32976	38016	32764	32754	
25	0	33044	38016	32764	32756	
26	0	33112	37992	32752	32764	
27	0	33152	37992	32752	32756	
28	0	33120	38008	32756	32756	
29	0	33104	38002	32754	32772	
30	0	33104	38008	32752	32778	
31	0	33000	38016	32760	32784	
32	0	32962	38024	32760	32770	
33	0	32986	38032	32748	32772	
34	0	32992	38032	32764	32760	
35	0	32928	38012	32752	32776	
36	0	32866	38020	32752	32784	
37	0	32836	38000	32744	32772	
38	0	32800	38016	32760	32768	
39	0	32816	38008	32752	32772	
40	0	32780	37984	32744	32780	
41	0	32704	37988	32752	32790	
42	0	32644	37988	32744	32766	
43	0	32568	37992	32752	32760	
44	0	32500	38000	32752	32772	
45	0	32448	38000	32760	32768	
46	0	32332	38020	32752	32760	
47	0	32216	38018	32738	32768	
48	0	32144	38032	32736	32768	
49	0	32168	38004	32736	32776	
50	0	32224	37992	32738	32776	
51	0	32320	38004	32738	32762	
52	0	32442	37992	32744	32764	
53	0	32556	38000	32738	32776	
54	0	32656	38000	32736	32792	
55	0	32712	38008	32760	32768	
56	0	32780	38012	32756	32776	
57	0	32848	37992	32768	32764	
58	0	32912	37984	32752	32768	
59	0	32856	37984	32768	32757	
60	0	32796	38004	32748	32764	
61	0	32768	37994	32744	32752	
62	0	32736	38004	32732	32760	
63	0	32716	37972	32760	32768	
64	0	32682	37976	32752	32768	
65	0	32672	37986	32744	32780	
66	0	32612	37976	32752	32780	
67	0	32576	37970	32768	32776	
68	0	32552	37984	32768	32762	
69	0	32568	37992	32760	32753	
70	0	32554	37996	32760	32772	
71	0	32492	37988	32764	32768	
72	0	32432	38000	32780	32768	
73	0	32372	37996	32774	32768	
74	0	32312	38000	32768	32768	
75	0	32264	37996	32772	32760	
76	0	32240	37992	32776	32768	
77	0	32224	37992	32764	32768	
78	0	32304	38016	32766	32764	
79	0	32336	38010	32760	32776	
80	0	32240	38016	32760	32788	
81	0	32264	38024	32764	32764	
82	0	32332	38004	32746	32772	
83	0	32486	37992	32748	32788	
84	0	32600	38000	32752	32774	
85	0	32652	37984	32752	32780	
86	0	32768	37988	32744	32784	
87	0	32836	37988	32760	32776	
88	0	32824	37984	32758	32776	
89	0	32720	37984	32752	32782	
90	0	32642	38008	32768	32768	
91	0	32608	38016	32764	32758	
92	0	32568	38004	32748	32772	
93	0	32584	38000	32752	32772	
94	0	32604	37992	32752	32776	
95	0	32568	37992	32752	32772	
96	0	32458	37988	32756	32776	
97	0	32448	38000	32768	32752	
98	0	32452	38016	32756	32770	
99	0	32418	38024	32748	32776	
100	0	32368	38004	32756	32774	
101	0	32324	37984	32752	32768	
102	0	32360	38000	32760	32770	
103	0	32368	38000	32760	32768	
104	0	32440	37976	32756	32768	
105	0	32568	37976	32760	32760	
106	0	32588	37992	32756	32768	
107	0	32554	37992	32768	32760	
108	0	32576	37968	32768	32772	
109	0	32660	37972	32760	32762	
110	0	32716	37988	32770	32768	
111	0	32832	38008	32772	32768	
112	0	32904	38016	32768	32768	
113	0	32856	38016	32776	32780	
114	0	32724	38024	32768	32772	
115	0	32616	38036	32756	32784	
116	0	32568	38040	32768	32776	
117	0	32602	38048	32770	32776	
118	0	32664	38024	32760	32780	
119	0	32696	38000	32756	32788	
120	0	32688	38000	32748	32800	
121	0	32720	38016	32760	32784	
122	0	32740	38018	32760	32780	
123	0	32768	38008	32746	32776	
124	0	32752	38014	32752	32768	
125	0	32728	37984	32752	32768	
126	0	32692	37992	32772	32764	
127	0	32740	37992	32768	32772	
128	0	32780	38004	32760	32768	
129	0	32738	38012	32764	32768	
130	0	32650	37996	32776	32760	
131	0	32580	38020	32784	32768	
132	0	32520	38000	32772	32760	
133	0	32456	38008	32770	32772	
134	0	32370	38024	32768	32768	
135	0	32272	38016	32762	32772	
136	0	32292	38000	32768	32776	
137	0	32364	37978	32748	32780	
138	0	32484	37978	32752	32768	
139	0	32564	37976	32748	32780	
140	0	32524	37984	32760	32760	
141	0	32512	37980	32756	32768	
142	0	32528	37984	32748	32760	
143	0	32584	38012	32752	32760	
144	0	32696	38024	32748	32752	
145	0	32796	38008	32744	32760	
146	0	32852	37992	32748	32756	
147	0	32880	37992	32764	32752	
148	0	32864	37994	32760	32750	
149	0	32840	37984	32762	32748	
150	0	32728	37996	32764	32740	
151	0	32688	38016	32760	32742	
152	0	32658	38000	32768	32740	
153	0	32652	38028	32776	32736	
154	0	32644	38016	32768	32740	
155	0	32656	38016	32748	32760	
156	0	32600	38008	32752	32744	
157	0	32544	38010	32748	32760	
158	0	32476	37992	32756	32764	
159	0	32416	38016	32756	32756	
160	0	32346	38018	32760	32754	
161	0	32281	38020	32760	32760	
162	0	32272	38004	32760	32752	
163	0	32320	37988	32756	32754	
164	0	32404	38008	32756	32746	
165	0	32456	38016	32746	32748	
166	0	32452	38020	32741	32756	
167	0	32448	38008	32748	32760	
168	0	32480	37996	32736	32772	
169	0	32474	37996	32736	32768	
170	0	32428	37996	32748	32768	
171	0	32376	38000	32756	32764	
172	0	32304	38010	32760	32768	
173	0	32216	38024	32752	32768	
174	0	32184	38010	32752	32780	
175	0	32188	38016	32752	32776	
176	0	32192	38016	32746	32772	
177	0	32160	38016	32752	32768	
178	0	32228	38032	32748	32768	
179	0	32384	38016	32748	32784	
180	0	32536	38004	32752	32768	
181	0	32640	37992	32752	32760	
182	0	32650	38000	32744	32776	
183	0	32594	38008	32738	32776	
184	0	32568	38000	32740	32770	
185	0	32600	37988	32744	32768	
186	0	32676	37984	32736	32772	
187	0	32640	38004	32738	32780	
188	0	32560	37996	32742	32784	
189	0	32496	37988	32752	32784	
190	0	32432	37996	32756	32772	
191	0	32340	38010	32756	32768	
192	0	32272	38000	32760	32776	
193	0	32218	38004	32752	32780	
194	0	32146	38024	32748	32784	
195	0	32068	38032	32748	32780	
196	0	32016	38032	32740	32784	
197	0	31964	38016	32756	32782	
198	0	31972	38016	32756	32768	
199	0	32008	38024	32764	32772	
200	0	32020	38016	32772	32784	
201	0	32052	38000	32760	32780	
202	0	32102	37988	32764	32778	
203	0	32196	38000	32762	32776	
204	0	32256	38008	32760	32776	
205	0	32304	37984	32756	32784	
206	0	32352	37976	32764	32784	
207	0	32372	37996	32752	32776	
208	0	32356	38000	32760	32778	
209	0	32318	37996	32768	32776	
210	0	32224	38000	32768	32768	
211	0	32096	38016	32762	32756	
212	0	32100	38016	32768	32760	
213	0	32100	38008	32776	32772	
214	0	32068	37994	32778	32766	
215	0	32072	37996	32772	32764	
216	0	32064	38008	32776	32756	
217	0	32064	37996	32776	32760	
218	0	32140	38000	32776	32764	
219	0	32288	38000	32776	32768	
220	0	32376	38016	32780	32764	
221	0	32356	38010	32768	32772	
222	0	32360	38012	32768	32768	
223	0	32392	38016	32768	32776	
224	0	32452	38020	32768	32772	
225	0	32524	38024	32752	32776	
226	0	32505	38008	32762	32784	
227	0	32357	38000	32764	32784	
228	0	32192	37988	32754	32784	
229	0	32144	38000	32752	32794	
230	0	32104	37992	32748	32796	
231	0	32028	37996	32744	32792	
232	0	32002	38000	32744	32784	
233	0	32000	38016	32728	32788	
234	0	32000	38010	32748	32780	
235	0	31950	38000	32760	32780	
236	0	31856	37984	32770	32776	
237	0	31824	37964	32752	32762	
238	0	31824	38000	32738	32768	
239	0	31804	37988	32746	32770	
240	0	31816	38000	32760	32756	
241	0	31877	38004	32740	32756	
242	0	32008	38000	32744	32764	
243	0	32208	38016	32752	32762	
244	0	32336	38008	32752	32754	
245	0	32384	37996	32748	32756	
246	0	32360	38000	32740	32762	
247	0	32256	37996	32756	32760	
248	0	32212	38000	32754	32762	
249	0	32212	38008	32752	32772	
250	0	32140	37992	32744	32768	
251	0	31968	37992	32760	32772	
252	0	31836	37976	32760	32760	
253	0	31768	37996	32752	32780	
254	0	31720	38012	32772	32764	
255	0	31620	37996	32764	32756	
256	0	31584	38000	32760	32746	
257	0	31644	37984	32756	32752	
258	0	31758	37984	32772	32752	
259	0	31877	37996	32764	32760	
260	0	32012	38000	32754	32760	
261	0	32121	37996	32756	32752	
262	0	32256	37994	32772	32736	
263	0	32416	37984	32776	32736	
264	0	32468	37992	32768	32748	
265	0	32480	38024	32760	32754	
266	0	32428	38016	32764	32756	
267	0	32432	38024	32768	32768	
268	0	32372	38001	32764	32752	
269	0	32347	37996	32768	32752	
270	0	32348	38008	32760	32748	
271	0	32292	38016	32760	32748	
272	0	32192	38004	32768	32756	
273	0	32144	38010	32768	32760	
274	0	32151	38008	32756	32756	
275	0	32168	38008	32760	32752	
276	0	32084	37996	32762	32764	
277	0	32008	38008	32760	32764	
278	0	32004	38008	32768	32748	
279	0	32040	38016	32752	32756	
280	0	32108	38020	32752	32760	
281	0	32160	38020	32760	32754	
282	0	32196	38016	32768	32736	
283	0	32164	38024	32752	32744	
284	0	32164	38016	32760	32752	
285	0	32160	38016	32736	32768	
286	0	32152	38000	32746	32760	
287	0	32160	38000	32754	32760	
288	0	32116	38004	32728	32768	
289	0	32066	38012	32724	32776	
290	0	32000	38000	32746	32768	
291	0	32004	38016	32744	32773	
292	0	32018	38016	32752	32768	
293	0	32042	38012	32760	32776	
294	0	32096	38028	32762	32772	
295	0	32114	38004	32752	32780	
296	0	32141	37994	32756	32772	
